contexte	nb_utilisations	nb_cilbe_n	nb_cible_v	réponse_mod
manger heuh	1	0	1	v
{ au+revoir	1	1	0	à
qu'est+ce+qui s'	1	0	1	est
prends un	2	1	0	petit
{ ma	1	1	0	n
alors tu	19	3	14	v
sac de	1	0	0	la
pas fatiguée	1	0	0	ouh
oui qui	1	0	1	v
sauver les	1	1	0	n
espère la	1	1	0	n
casser les	2	2	0	n
temps sur	1	0	0	le
as du	3	3	0	n
allez faut	1	0	1	v
une à	1	0	0	n
lire la	1	1	0	n
hector soupire	1	0	0	
qu'est+ce+qui lui	3	0	3	v
à te	2	0	2	v
e eh	1	1	0	on
{ Lu	1	0	0	
fermait la	1	1	0	n
un seul	1	1	0	n
regardes les	1	1	0	n
une fête	1	0	0	des
dodo d'	1	0	0	v
ta petite	2	2	0	n
manges des	1	1	0	n
ɛ bébé	1	0	0	et
depuis le	1	1	0	n
petite ourse	3	3	0	
pourrais leur	1	0	1	v
et voilà	1	0	0	une
étang qui	1	0	0	v
ça va	16	0	14	v
sera plus	1	0	0	vite
{ après	2	0	0	on
va chez	1	1	0	Pinder
tellement bien	1	0	1	v
{ les	103	97	2	n
joli le	1	1	0	n
avion d'	1	0	0	v
une cuillère	1	0	0	pour
enfants ils	1	0	1	sont
gros troncs	1	0	0	d'
avec ses	3	3	0	n
maintenant tu	2	0	2	v
elle était	1	1	0	pas
arrête je	1	0	1	v
peu d'	1	1	0	n
libéré le	1	1	0	n
jouera cette	1	1	0	n
le gros	3	3	0	n
ah j'	4	0	4	ai
on y	3	0	3	v
regarde ce	1	1	0	que
écoutera plus	1	0	0	de
la grande	3	3	0	n
pas mamie	1	0	0	qui
remettre des	1	1	0	n
{ sont	2	0	0	v
{ trois	9	8	0	n
fait tout	3	0	1	le
fais le	8	8	0	n
dit Mar	1	1	0	elle
essayes de	1	0	1	v
{ parce+qu'	2	0	0	il
vendu ses	1	1	0	n
{ renard	1	1	0	n
pouvoir le	3	0	3	v
coinçé le	1	1	0	n
vous allez	2	1	0	v
{ mes	1	0	0	n
le bois	1	0	0	de
conduit le	1	1	0	n
y+ait un	2	2	0	n
on puisse	1	0	1	les
je me	11	0	11	v
as eu	2	1	0	un
vais te	9	0	8	v
canard mais	1	0	0	c'
t' entend	1	0	1	pas
Poucinet a	1	1	0	v
euh une	3	3	0	n
y étais	1	0	0	presque
oiseau blanc	1	0	0	et
rechercher autre	1	1	0	n
{ y+a	20	9	0	pas
s' est	17	1	11	v
toute dents	1	0	0	dans
prendre ton	1	1	0	n
vernir le	1	1	0	n
là+bas des	1	1	0	n
dos à	2	0	0	la
faut peut+être	2	0	2	v
voiture de	3	3	0	n
appelle ce	2	2	0	qui
{ dans	2	0	0	la
ennemi a	1	0	1	v
ben oui	3	0	1	tu
mange les	3	3	0	n
semait la	1	1	0	n
qui donne	1	1	0	le
{ le	133	124	3	n
jour on	1	0	0	les
vas t'	2	0	2	v
enlever les	1	1	0	n
interdise des	1	1	0	n
sont plus	2	1	0	de
qui veut	1	0	1	v
une boîte	1	0	1	avec
une montagne	1	0	0	à
ça faisait	2	0	0	longtemps
marteau les	1	1	0	n
hein une	2	2	0	bonne
hérisson elle	1	0	1	v
tombée du	1	1	0	n
saute très	2	0	0	bien
allez le	1	0	0	n
cancanne maman	1	1	0	elle
pas on	1	0	1	la
sucettes pour	1	0	1	v
hulule si	1	1	0	n
y+a des	34	33	0	n
ciel la	1	1	0	n
pas y	2	0	2	v
{ choisi	1	0	0	c'
allez va	2	0	2	pour
aurais peut+être	2	0	2	v
surprend la	1	0	0	n
vrai ces	1	1	0	n
doigt de	1	0	1	n
vous le	2	1	1	à
oh ça	3	0	1	v
seulement les	1	1	0	n
termine de	1	0	1	n
brosse+à+dent de	1	0	0	n
enfant tu	1	0	0	v
jusqu'à la	1	1	0	n
eau non	1	0	1	c'
mets là	1	1	0	deux
mieux les	1	1	0	n
à le	6	0	6	v
renard malin	1	1	0	d'
voulu t'	1	0	1	v
eau la	3	3	0	n
{ tiens	7	1	4	v
pour les	22	20	1	n
faire son	1	1	0	n
claquant des	1	1	0	n
ça de	1	1	0	la
qui était	1	1	0	pas
vais pas	2	0	2	la
là l'	2	2	0	autre
ramasser des	1	1	0	n
fait beaucoup	1	1	0	de
balle toute	1	1	0	n
est en	13	12	0	n
des raquettes	1	0	0	sur
boire mon	1	1	0	n
répond j'	1	0	1	ai
comme au	1	1	0	n
dormez vous	1	0	1	v
école les	1	1	0	n
et là	1	0	0	c'
enlever toute	1	1	0	n
appelle le	3	3	0	n
remis ses	1	1	0	n
pas entière	1	0	1	
oh regarde	2	0	0	il
de lait	1	0	1	le
gâteau à	1	0	0	la
regarde les	6	6	0	n
manger les	1	1	0	n
ne s'	1	0	1	est
allez beau	1	1	0	n
ton appareil	1	1	0	où
quel voyage	1	1	0	
parler de	1	0	0	cette
train de	7	0	7	v
sur la	56	54	0	n
enlèves le	2	2	0	n
attention au	1	1	0	n
remettre le	1	1	0	n
{ vas	1	0	1	y
ça ce	4	1	2	sont
temps le	1	1	0	n
partir du	1	1	0	n
va mal	1	0	1	hein
la maman	9	8	0	de
y+a les	3	3	0	n
s' y	1	0	1	v
beignets de	1	1	0	n
fil qui	2	0	2	v
boite est	1	0	0	pas
gros son	1	1	0	n
plutôt des	1	1	0	n
gêne l'	1	1	0	n
revenir dans	1	0	0	la
maman de	3	0	0	de
était très	1	0	0	bien
joue on	1	0	1	n
va l'	10	0	9	v
faut l'	3	0	3	v
on lui	6	2	4	v
un bouton	1	0	0	de
voix assez	1	0	0	de
eh@i ça	1	0	1	v
quetu puisses	1	0	1	v
encore un	10	9	0	n
est plus	15	4	0	n
sortir un	1	1	0	n
les gens	1	0	1	en+dessous
singes dix	1	1	0	petits
tu ne	2	1	1	v
bacs à	1	1	0	la
bouteilles des	1	1	0	n
ensuite le	1	1	0	r
manger des	3	3	0	n
fait ce	1	1	0	n
serait trop	1	0	0	de
puis ça	3	0	2	c'
pas cassées	1	0	0	les
obligé de	1	0	1	v
ta pelle	1	1	0	dans
va très	1	0	0	vite
peut+être des	3	3	0	n
dessous la	1	1	0	n
enlève la	1	1	0	n
pour travailler	1	0	0	avec
oh+oh ça	1	0	1	v
petit kangourou	3	0	3	mais
vider oui	1	0	1	c'
fermé la	1	1	0	n
essaye d'	1	0	1	v
allo je	1	0	1	v
catastrophe accident	1	1	0	hop
accompagnent le	1	1	0	n
{ elle	36	1	29	est
mets cette	2	2	0	n
côté là	1	1	0	il
petits boutons	1	0	0	de
trouver des	1	1	0	plus
{ avec	5	0	0	les
mette des	1	1	0	n
ce beau	1	1	0	n
bon aller	1	0	1	v
d'accord tu	1	0	1	as
du père	1	0	0	elle
après les	4	4	0	n
{ enfin	1	0	0	elle
mettre son	1	1	0	n
tourne les	2	2	0	n
le plus	7	2	0	vite
euh se	1	0	1	v
a était	1	1	0	un
oiseau vint	1	0	0	près
hein qui	1	0	0	c'
l' enlever	1	0	0	avec
le fait	3	0	3	pas
je regarde	2	0	0	pour
il ne	3	1	2	v
termines le	1	1	0	n
livre des	1	1	0	n
on fait	8	3	4	pas
renverse la	1	1	0	n
qui jouons	1	0	0	
vachette coquette	1	0	1	se
avec le	25	25	0	n
est+ce+que vous	1	0	0	avez
moi un	1	1	0	autre
ou une	3	3	0	petite
t' ai	11	1	6	v
facilement je	1	0	1	v
Tim les	1	1	0	n
amateurs de	1	1	0	n
qu'est+ce+que tu	29	3	24	v
la fenêtre	1	0	0	parce
{ ouias	1	0	0	
lunettes au	1	0	0	n
alors un	2	2	0	petit
rien+du+tout la	1	1	0	n
lait qui	1	0	1	est
ta taille	1	0	0	de
l' assiette	3	0	0	du
et martin	1	0	1	sont
oui il	4	0	4	v
Mar et	1	0	0	puis
rester je	1	1	0	v
plumes du	1	1	0	n
j' en	4	0	4	ai
as quelque+chose	1	1	0	à
donné un	1	0	0	n
on avait	4	2	2	v
remplir les	1	1	0	n
en ai	4	1	3	v
puissent passer	1	0	0	par
fait mon	1	1	0	n
connais des	1	1	0	n
les mets	2	1	0	dans
est+ce+qui vous	1	0	1	v
téléphone ça	1	0	1	v
plonge il	1	0	1	v
bien allongé	1	0	0	
nous en	1	0	1	v
laisse pas	1	0	1	v
{ pff	1	0	0	ah
font les	3	3	0	n
est tes	5	5	0	n
fois elle	2	0	2	se
le théâtre	1	0	0	
frigo on	1	0	1	v
bananes toi	1	0	0	tu
vous en	1	0	1	avez
te trouves	1	0	0	des
tableau là	1	0	0	c'
faudrait peut+être	1	0	1	la
unh tu	1	0	1	v
montrer à	3	0	0	la
le laisser	2	0	2	comme
où le	14	12	0	n
trouves un	1	1	0	n
fais des	11	11	0	n
comme l'	2	2	0	n
matin le	1	1	0	n
monter et	1	0	1	v
tête en	1	1	0	n
suis pas	14	0	2	sûre
fait ma	1	1	0	n
lumière qui	1	0	1	v
bon on	2	0	1	v
à quelle	1	1	0	n
{ sur	1	0	0	le
aller euh	1	0	1	v
livres tout	1	0	0	le
{ toi	1	0	0	tu
sieste est	1	0	1	pas
eau du	2	2	0	n
pour que	1	0	0	ça
la boule	2	0	0	verte
euh la	1	1	0	n
elle doit	2	0	1	v
regardes la	2	2	0	petite
cherchée ce	1	1	0	que
arrête de	5	0	5	v
roues par	1	1	0	là
les quatres	1	1	0	
peux la	1	0	1	v
la pelle	4	4	0	dans
bon ça	1	0	1	v
il allait	1	0	1	v
et quatre	1	1	0	cinq
hein ce	2	2	0	serait
dorment mes	1	1	0	n
faisait des	1	1	0	n
a plusieurs	1	1	0	on
démonte pas	1	0	0	v
veux m'	2	0	2	v
oui les	2	2	0	n
la main	7	2	0	n
oui ils	1	0	0	v
mette les	1	1	0	n
ben il	3	1	1	v
prend son	1	1	0	n
ben tu	4	0	4	v
tu sais	5	0	3	v
puis on	8	1	4	v
oh bonjour	1	1	0	je
est pas	97	24	14	un
de grandes	1	1	0	n
rester chez	1	1	0	n
les le	1	0	1	n
mais du	1	1	0	n
mis son	2	2	0	bel
déjà au	1	0	0	n
ils avaient	2	0	1	n
revenait d'	1	0	0	v
l' ai	8	1	5	v
cette heure	1	0	0	du
étais bien	1	0	0	v
blanc le	1	1	0	n
recommence je	1	0	1	v
le mes	1	1	0	n
apéritif en	1	1	0	a
mais on	7	4	2	v
canne a	1	0	1	v
peu trop	1	0	0	grandes
dents du	2	2	0	n
{ mimi	2	0	2	a
perd des	1	1	0	n
tout ce	1	1	0	que
y es	2	0	1	presque
tout ton	1	1	0	n
mal le	1	1	0	n
est avec	1	0	0	qui
bien des	2	1	0	n
ma petite	1	1	0	n
hurle le	1	1	0	n
est+ce+qui te	1	0	1	v
casser le	2	2	0	n
pas vrai	1	0	0	ça
où ce	1	1	0	que
es bien	5	0	2	n
toi aussi	1	0	0	tu
va avoir	3	2	1	v
que cette	3	3	0	n
fait il	1	0	1	v
maintenant ils	1	0	0	ont
pensé à	1	0	1	la
de tout	4	0	4	v
super maman	1	1	0	plus
côté les	1	1	0	n
ben si	1	0	1	tu
fermes le	1	1	0	n
cheval qui	1	1	0	s'
peut+être le	2	0	1	v
aile du	1	1	0	n
un bon	5	5	0	petit
tête au	1	1	0	n
lui est	1	0	1	v
terminé ta	1	1	0	n
oh+la+la quel	1	1	0	n
du nez	1	0	0	tout
autre qui	1	0	1	a
dois je	1	0	1	les
faire le	10	10	0	n
un peit	1	1	0	
rapproche la	1	0	1	n
pendant que	1	0	0	elle
d' acheter	1	1	0	des
prend un	1	0	0	de
encore mon	1	1	0	n
en prendre	1	1	0	un
fera un	2	1	0	n
je le	34	8	24	v
ces derniers	1	1	0	
aussi au	1	1	0	n
là tes	1	1	0	n
un monsieur	1	1	0	qui
si ils	1	0	1	sont
trois girafes	1	0	0	puis
si t'	2	0	2	en
leur heuh	1	1	0	v
retourner les	1	1	0	n
Casimir lui	2	0	2	v
occuper des	2	2	0	n
mécanicien pour	1	0	1	v
voiture parce+qu'	1	0	0	il
est qui	2	0	1	est
ai l'	7	7	0	n
ah non	3	0	2	tu
ils s'	1	0	1	v
il pourra	1	0	1	plus
pas faut	1	0	1	v
crottes très	1	1	0	bien
joli tu	1	0	1	v
løf le	1	1	0	n
poteries de	1	0	0	n
est quelle	1	1	0	n
oui on	3	1	1	v
sapin de	3	2	0	n
disent un	1	1	0	n
fermes les	1	1	0	n
retourne le	1	0	0	à
regarder une	1	1	0	autre
bottes tu	1	0	1	v
nouveau on	1	0	1	v
hein cette	1	1	0	n
{ va	4	0	1	v
en gros	1	1	0	n
apprendre le	1	1	0	n
bouche d'	2	2	0	n
sorte la	1	1	0	n
autour du	5	5	0	n
regarde ton	1	1	0	n
hein la	2	2	0	n
te fait	10	5	4	n
et puis	6	0	2	on
y+a plus	1	0	0	de
maison à	1	0	0	la
mis les	2	2	0	n
près du	3	3	0	n
allait au	1	1	0	n
arrêtes ces	1	1	0	n
et elles	2	0	0	sont
sorte le	1	1	0	n
un jeu	1	1	0	de
aimais tu	1	0	1	v
pas pouvoir	1	0	1	v
du travail	1	0	0	ce
mes grandes	1	1	0	n
peux être	1	0	0	v
déjà une	2	2	0	petite
regardes euh	1	0	0	ce
anniversaire t'	1	0	0	avais
aux mains	1	0	0	sur
euh les	1	1	0	n
main assez	1	0	0	de
rigolé le	1	1	0	n
Trotso et	1	0	0	n
qui vas	1	0	1	v
avait cinq	1	1	0	six
ces trois	1	1	0	n
vont le	1	0	1	v
chien de	1	1	0	n
avancer toute	1	1	0	n
sinon elles	1	0	0	sont
petit truc	1	1	0	qui
font dans	1	0	0	le
qu' y	1	0	0	en
voilà pour	1	0	1	v
toucher la	1	1	0	n
croirait au	1	1	0	n
est vite	1	0	1	v
mamie Mic	1	0	0	
remets les	1	1	0	n
nettoyé le	1	1	0	n
ont un	1	1	0	n
oiseaux il	1	0	1	v
un mouton	1	1	0	près
trouvé la	1	1	0	n
papa avait	1	0	1	v
instant je	1	0	0	v
café en	2	2	0	a
tu as	143	36	93	v
enlève ta	1	1	0	n
trois petites	1	1	0	n
avec mes	5	5	0	grandes
pondu un	1	1	0	n
comme des	1	0	0	n
ramasser tes	1	1	0	n
enfants de	1	0	0	n
ta maman	2	2	0	n
le toit	1	0	0	de
n+toto a	1	0	1	v
pour aller	7	0	4	v
nous le	1	1	0	n
regarder de	1	0	0	si
gros mes	1	1	0	n
regarde si	1	0	0	tu
beaucoup des	1	1	0	n
pas assez	1	0	0	de
sur les	31	30	0	n
jeu cette	1	1	0	n
a mis	1	0	0	sa
ben t'	1	0	1	as
me les	1	0	1	n
ça vous	2	0	1	v
aime les	2	2	0	qui
photo y+a	1	0	1	des
mesdames et	2	2	0	puis
là un	2	0	0	petit
alors le	3	3	0	n
regarde le	12	11	0	n
sous ses	1	1	0	n
servir un	1	1	0	petit
où on	1	0	1	v
long hein	1	0	0	tu
peu dans	1	0	0	le
il la	1	0	1	v
essaie toute	2	1	1	n
qu' une	4	3	0	n
croise les	2	2	0	n
tournes la	1	1	0	n
peu au	1	1	0	même
tu des	1	1	0	n
pommes qui	1	0	1	v
voir ta	2	2	0	petite
là je	1	0	1	v
est petit	4	1	0	Pois
tirer l'	1	1	0	n
fermé le	1	1	0	n
alors j'	3	0	3	ai
sais pas	1	0	0	si
on doit	2	0	0	avoir
de son	7	6	0	n
les emmènes	1	0	1	tout
les livres	2	0	1	de
il s	33	0	14	v
allé trop	3	0	0	de
monde se	2	0	2	v
vu l'	1	1	0	n
en met	1	0	0	pas
attends pour	2	0	2	le
{ s'	1	0	1	il
coup il	1	0	1	v
a autre	1	1	0	n
vais vous	1	0	1	v
les oeufs	1	0	0	ils
hein de	1	1	0	v
oup là	1	1	0	c'
retourne et	1	0	1	puis
pas que	2	0	0	tu
chaud ni	1	1	0	sur
comme autre	3	3	0	n
lui ai	1	0	1	mis
mettre du	1	0	0	n
veux regarder	1	0	0	ce
tu tu	2	0	1	v
autant de	1	1	0	n
une descente	1	0	0	
prêté ou	1	0	0	alors
viens te	1	0	1	v
a de	1	1	0	la
attraper l'	1	1	0	n
il vient	1	0	0	de
ça des	3	3	0	n
lavera les	1	1	0	n
ouh+la+la le	1	1	0	n
dis qu'	1	0	0	il
peu aux	3	3	0	n
retourne voir	1	0	0	si
fermer cette	1	1	0	n
Pie avait	1	1	0	v
collent les	1	0	0	n
ramasse le	1	0	1	n
aura bien	1	0	1	v
ça serait	1	0	0	pas
puis la	1	1	0	n
voir monsieur	1	1	0	qui
veux des	2	1	0	grosses
culotte qui	1	0	1	v
mon beau	1	1	0	n
pas la	17	15	1	n
le grand	2	2	0	n
oh le	4	4	0	n
est ton	11	11	0	n
ah mon	1	1	0	n
vas en	1	0	1	v
on se	9	2	7	v
tiens ça	1	0	1	c'
encore plus	3	2	0	de
des lunes	1	0	0	
vu les	4	3	0	n
ami l'	1	1	0	n
oh guili	1	1	0	n
douvement aux	1	1	0	n
regarder mes	1	1	0	n
qui n'	1	0	1	v
ça la	3	3	0	stabilie
arrives à	2	0	2	v
lumières soient	1	0	1	de
sait pas	2	0	2	trop
dit souvent	1	0	1	ça
ils t'	1	0	1	v
jolie ma	1	1	0	n
ah bonne	1	1	0	n
as vu	5	0	1	le
peur des	2	1	0	n
en+train de	6	0	6	v
sur ce	3	3	0	n
fallait le	1	0	1	n
après ça	4	1	3	v
commencer à	1	0	1	se
quoi de	1	0	1	n
te ramène	1	0	0	le
{ mais	20	2	6	c'
pour lui	2	0	2	v
dis+donc le	1	1	0	n
il pleut	1	0	0	c'
il à	1	1	0	la
loin du	1	1	0	n
quoi le	2	2	0	n
façon de	1	0	1	n
qui me	2	0	0	v
dernière petite	1	1	0	n
à sept	2	2	0	huit
on s'	14	0	14	v
gâteaux les	1	1	0	n
{ ben	11	1	5	oui
doigts tout	1	0	1	le
panier ça	1	0	1	v
ah je	5	0	5	v
boit son	1	1	0	n
ah ben	3	0	2	non
de jeu	1	0	0	parce+qu'
peux le	2	0	2	v
si elles	2	0	2	sont
celui+là par	1	1	0	là
le nez	1	0	1	de
peut+être falloir	1	0	1	qu'
je joue	1	0	0	avec
le vrai	1	1	0	n
Mar elle	3	0	2	v
ou alors	1	0	0	tu
paillettes qui	1	0	1	v
petites elles	1	0	0	sont
y+a du	16	10	0	n
est déjà	1	0	1	assez
chez sa	1	1	0	n
regarde tu	1	0	1	v
choses du	1	1	0	n
d' escargot	1	0	1	il
{ wah	1	0	0	wah
oh+la+la mon	1	1	0	n
il dort	1	0	0	bien
heures et	1	0	0	quart
{ mh	1	1	0	tu
{ cric	1	1	0	j'
alors ce	3	3	0	coup+ci
{ Magalie	1	1	0	
là viens	1	1	0	v
prendra le	1	1	0	n
perdu ton	1	1	0	n
même temps	1	0	1	que
de de	2	1	1	notre
la porte	1	0	1	de
construit touts	1	1	0	
cric cric	2	2	0	j'
pour pouvoir	1	0	1	v
crois avoir	1	0	1	un
vaut deux	1	1	0	n
étaient déjà	1	0	1	v
rien dire	1	0	0	tu
pfou de	1	1	0	n
porte de	1	1	0	la
mieux au	1	1	0	petit
un jeton	1	0	0	n
peut+être un	2	2	0	n
on range	1	0	0	le
entend pas	1	0	0	ce
et maman	1	1	0	elle
doudou a	1	1	0	v
et deux	1	1	0	n
feutrés passe	1	0	0	v
cube range	1	0	0	le
mettre au	4	4	0	dessus
as dit	1	1	0	on
sur maman	1	1	0	elle
d' aller	3	0	0	v
encore bien	1	0	0	v
la quel	1	1	0	n
oeuf de	1	1	0	n
air un	1	1	0	n
de ces	1	1	0	n
demain à	1	0	0	la
travaux le	1	1	0	n
quoi il	2	0	2	n
savez vous	2	0	2	v
est comme	1	1	0	ça
comment on	2	0	0	v
éh on	1	0	1	l'
une quille	1	0	0	
ce coup	1	0	0	là
coup t'	1	0	1	v
ai tout	1	0	1	le
allé chercher	1	0	0	un
de bien	2	1	1	v
dans votre	3	3	0	n
sont partis	1	0	1	se
fait réchauffer	1	0	1	l'
belle couleur	1	1	0	que
aies le	1	1	0	n
après on	5	0	3	v
pas le	27	21	5	n
déjà la	1	1	0	n
puzzles sont	1	0	0	les
dur de	1	0	1	se
caché dans	1	0	0	l'
y+a encore	1	0	1	un
tu laisses	1	0	1	ce
ou cet	1	1	0	n
continue la	1	1	0	n
Peureux caché	1	0	0	sous
en plus	3	1	0	tu
après tu	4	1	2	v
avant les	2	2	0	n
plus les	4	2	2	n
descend la	1	1	0	n
repris une	1	0	0	n
rappelles une	1	1	0	n
tousse un	1	1	0	petit
là elles	1	0	0	sont
les vaches	1	0	1	v
même au	1	1	0	n
pe tite	1	1	0	
même plus	2	0	1	le
d'ailleurs de	1	1	0	n
la bonne	4	4	0	n
passer un	1	1	0	n
bottes euh	1	0	0	v
l' abeille	1	0	0	
on en	8	0	5	v
houpopopopop on	1	1	0	v
m' en	14	0	13	v
changé ce	1	1	0	que
le ventre	1	1	0	ou
là avec	1	0	0	les
peu la	1	1	0	n
es trop	1	0	0	petit
pas facile	1	0	0	ça
oreilles du	1	1	0	n
raquette en	1	1	0	a
vois ils	1	0	0	sont
sens un	2	2	0	n
le mettes	1	1	0	un
Margote se	1	0	1	v
casses les	1	1	0	n
moi je	14	0	12	v
montres tes	1	1	0	n
moitié cheval	1	1	0	qu'est+ce+qu'
train en	1	1	0	a
les gros	1	1	0	n
quelque+chose des	1	1	0	n
ceux d'	1	0	0	Amé
écrit en	1	1	0	grandes
entend la	1	1	0	n
me donner	2	1	0	le
sous les	1	1	0	n
creux des	1	1	0	n
avais déjà	2	0	0	v
bibi on	1	0	1	v
connais pas	1	1	0	beaucoup
bien un	2	2	0	petit
il passe	2	0	0	par
papy et	2	2	0	y
chapeau de	2	2	0	n
adorent les	1	1	0	n
pas là	1	0	0	qu'
fais mille	1	1	0	
laissé ses	1	1	0	n
ãː cette	1	1	0	n
a fait	4	2	0	des
non+non+non le	1	1	0	n
mets en	2	2	0	a
peut être	3	1	0	euh
où ton	2	2	0	n
prendre son	1	1	0	n
de leurs	1	1	0	n
puis je	1	0	1	v
{ sa	5	4	0	maman
transporter des	1	1	0	n
qu'est+ce+qui a	1	0	0	trois
il lui	9	1	8	v
en avoir	2	0	0	une
toi à	1	1	0	l'
y+a deux	2	2	0	n
est pour	18	1	15	v
pense le	1	1	0	n
qui les	4	1	3	a
maman à	1	0	1	ton
lettre de	1	0	0	n
Tchoupi est	1	0	0	pas
enlèves les	3	3	0	n
coller ça	1	1	0	v
plante le	1	1	0	n
de mon	3	3	0	n
tu veux	55	1	50	v
lequel le	1	1	0	n
faut m'	1	0	1	v
ça qui	2	1	1	n
voilà sur	1	0	0	tout
se mettre	2	1	0	sur
monde ce	1	1	0	que
pointe des	1	1	0	n
cherche son	1	1	0	n
mettre un	6	6	0	n
euh qui	1	0	1	sont
wouh pou	1	1	0	tu
oreille deux	1	1	0	n
cheminée une	1	1	0	n
chercher un	8	8	0	n
as gagné	1	0	0	mais
bavard cette	1	1	0	n
qui t'	8	0	8	a
et se	1	0	1	v
va la	9	0	9	v
renard qui	1	0	1	v
brosser les	1	1	0	n
chatouille les	1	1	0	n
{ toute	2	0	0	n
parfois il	1	0	1	v
encore au	1	1	0	n
éh Mar	1	0	1	elle
on allait	1	1	0	v
messieurs le	1	1	0	n
la tétine	1	0	0	à
prends n'	1	0	0	v
dire au	1	1	0	papa
allez aussi	1	0	0	un
à ses	1	1	0	petits
suivant le	1	1	0	n
elles se	2	0	2	v
fenêtre pendant	1	0	0	les
Martin qui	1	0	1	v
avec deux	1	1	0	n
comment les	3	3	0	n
ranger ta	1	1	0	n
va encore	1	0	1	un
alors y+a	2	1	0	le
on le	40	9	29	v
peut juste	1	0	1	un
te traîner	1	0	0	ce
pas ça	1	1	0	tu
à autre	6	6	0	n
peu des	1	1	0	n
ben tant	1	1	0	n
s' en	6	1	5	v
tu n'	3	0	2	as
en la	1	0	1	n
referme la	1	1	0	n
ben non	1	0	0	tu
{ celui+ci	1	1	0	il
le onze	1	1	0	n
fait le	23	23	0	n
doit faire	1	0	1	partie
dans un	14	13	0	n
peut+être à	1	1	0	Mar
pour tes	3	3	0	n
tiens tu	5	0	3	v
et je	2	0	2	v
là de	1	1	0	n
ouvre la	1	1	0	n
et euh	1	0	0	vous
sorte de	2	2	0	n
revenu de	1	1	0	n
qui se	9	1	8	v
fêté à	1	0	0	la
tu bien	1	0	0	v
ses grandes	1	1	0	n
voit deux	1	0	0	n
{ J'ai	1	0	1	n
est+ce+que je	1	0	1	v
jouer la	1	1	0	n
soeur qui	1	0	1	me
sais au	1	1	0	n
était gommettes	1	0	0	en
de toute	1	1	0	n
montre des	1	1	0	n
le père	2	0	0	elle
puis du	1	1	0	n
la vieille	1	1	0	n
petit chat	1	0	1	de
pied sans	1	1	0	v
faisait un	1	1	0	n
à mes	1	1	0	n
celui du	1	1	0	n
a toutes	2	0	1	les
était déjà	1	0	1	en+train
barbe a	1	0	1	v
ai des	3	3	0	n
appelles au	1	1	0	n
devant le	2	2	0	n
hein les	4	4	0	n
de flamands	1	1	0	euh
savoir le	1	1	0	n
et celui+là	1	0	0	c'
déjà vu	1	0	0	des
chantes une	1	1	0	n
as beaucoup	2	0	2	là
il aurait	2	0	0	v
force de	2	0	2	le
la caisse	2	0	0	à
à l'	49	46	3	n
part si	1	0	0	tu
alors là+bas	1	0	0	dans
laisse là	1	0	0	et
ah mes	1	1	0	n
savoir qui	1	0	1	v
chambre il	1	0	1	v
dit deux	1	1	0	n
essaies de	1	0	1	v
ensuite la	2	0	0	n
se rendent	1	0	0	
m' avais	1	0	0	dit
euh tu	1	0	1	v
pris le	2	2	0	premier
est couché	1	0	0	Hippolyte
mais Tchoupi	1	0	0	il
dire ni	1	1	0	sur
qui au	1	1	0	n
tête toute	1	1	0	n
trotte petit	1	1	0	n
qu' elle	13	0	9	v
faisait les	1	1	0	n
son bec	1	0	0	il
en ais	1	0	1	
comment tu	6	1	4	v
voudrais ces	2	2	0	n
compliquer la	1	1	0	n
finies tes	1	1	0	n
voilà trois	1	1	0	n
allumer du	1	1	0	n
{ tombe	1	0	1	seulement
est+ce+qui est	2	0	2	v
te lise	1	0	0	une
perdre son	1	1	0	n
Casimir n'	1	0	1	v
retournes aux	1	1	0	n
son ami	2	0	0	mais
elle verse	1	0	0	du
a eu	1	1	0	un
essuie les	3	3	0	n
si j'	2	0	2	ai
en a	26	5	1	un
bulles pour	1	0	1	v
tout mon	1	1	0	n
avais une	1	1	0	n
dis+donc tu	1	0	1	v
envole jusqu'au	1	0	0	
margot va	1	0	1	v
botte sa	1	1	0	n
Queue de	1	1	0	n
quand on	8	0	7	v
étonnante cette	1	1	0	n
collé des	1	1	0	n
les bébés	3	2	0	ils
tape du	1	1	0	n
{ attend	2	1	1	je
donnes les	2	2	0	n
Sisou le	1	1	0	n
mhm les	1	1	0	n
festin pour	1	0	0	v
flanc s'	1	0	1	v
accrocher dans	1	0	0	la
où en	1	1	0	a
baguette ça	1	0	1	v
boutons sur	1	0	0	le
moins tu	1	0	1	v
font des	1	1	0	n
des faux	1	1	0	pour
pou pou	6	6	0	tu
sinon ça	2	0	2	v
bouger l'	1	1	0	n
on l'	13	0	13	a
mis des	2	2	0	petites
maman va	1	0	1	v
ai souvent	1	0	1	ça
madame la	2	2	0	n
il sera	1	0	0	tout
vu au	1	1	0	n
peut+être son	1	1	0	petit
bien ton	4	4	0	n
flamands roses	1	0	0	que
yaourt les	1	1	0	n
{ ou	3	0	0	alors
main à	1	1	0	n
la plus	5	1	0	grosse
ont leur	1	1	0	v
me donnes	1	0	0	le
attrappe les	1	1	0	n
tu vois	2	0	0	c'
arrive au	1	1	0	n
as pris	2	0	0	le
{ en	22	9	3	n
toi une	1	1	0	pour
deux petits	1	1	0	n
y+a trois	1	1	0	n
dans une	10	10	0	n
y+a une	12	10	1	n
mets ta	3	3	0	n
pourquoi des	1	1	0	n
ne l'	2	0	2	as
